Username,Compound Score,Positive Score,Negative Score,Neutral Score,Time Posted,Tweets Ago
The New York Times,0.6152,0.353,0.155,0.491,Fri Aug 03 19:30:10 +0000 2018,92
The New York Times,0.0,0.0,0.0,1.0,Fri Aug 03 19:22:00 +0000 2018,93
The New York Times,0.4215,0.123,0.0,0.877,Fri Aug 03 19:17:04 +0000 2018,94
The New York Times,0.2263,0.101,0.0,0.899,Fri Aug 03 19:11:28 +0000 2018,95
The New York Times,0.3008,0.137,0.0,0.863,Fri Aug 03 19:07:26 +0000 2018,96
The New York Times,-0.5118,0.0,0.148,0.852,Fri Aug 03 19:03:43 +0000 2018,97
The New York Times,0.0258,0.061,0.0,0.939,Fri Aug 03 19:00:07 +0000 2018,98
The New York Times,0.6705,0.234,0.0,0.766,Fri Aug 03 18:47:05 +0000 2018,99
The New York Times,0.0516,0.106,0.098,0.795,Fri Aug 03 18:35:08 +0000 2018,100
BBC,0.0,0.0,0.0,1.0,Fri Aug 03 18:04:05 +0000 2018,18
BBC,0.0,0.0,0.0,1.0,Fri Aug 03 17:29:03 +0000 2018,19
BBC,0.0,0.0,0.0,1.0,Fri Aug 03 15:59:00 +0000 2018,20
BBC,0.3612,0.115,0.055,0.83,Fri Aug 03 14:03:46 +0000 2018,21
BBC,-0.5719,0.084,0.22,0.696,Fri Aug 03 13:40:19 +0000 2018,22
BBC,0.0,0.0,0.0,1.0,Fri Aug 03 13:20:18 +0000 2018,23
BBC,0.0,0.0,0.0,1.0,Fri Aug 03 12:47:36 +0000 2018,24
BBC,0.0,0.0,0.0,1.0,Fri Aug 03 12:02:03 +0000 2018,25
BBC,-0.3252,0.0,0.226,0.774,Fri Aug 03 11:01:04 +0000 2018,26
BBC,0.4199,0.189,0.0,0.811,Fri Aug 03 08:01:02 +0000 2018,27
BBC,0.0,0.0,0.0,1.0,Fri Aug 03 07:25:03 +0000 2018,28
BBC,0.2023,0.13,0.0,0.87,Fri Aug 03 07:00:08 +0000 2018,29
